train_data\train\degraded\126014_apply_bandpass.mp3,0.625
train_data\train\degraded\054496_apply_bitcrush.mp3,0.375
train_data\train\degraded\065893_add_salt_pepper_noise.mp3,0.5
train_data\train\degraded\071158_apply_jitter.mp3,0.8
train_data\train\degraded\057821_apply_lowpass.mp3,0.75
train_data\train\degraded\085967_add_white_noise.mp3,0.6
train_data\train\degraded\032075_apply_bitcrush.mp3,0.375
train_data\train\degraded\119582_apply_clipping.mp3,0.8
train_data\train\degraded\116869_apply_dropout.mp3,0.95
train_data\train\degraded\120303_add_pink_noise.mp3,0.6
train_data\train\degraded\043698_add_pink_noise.mp3,0.6
train_data\train\degraded\120317_add_white_noise.mp3,0.6
train_data\train\degraded\037119_apply_reverb.mp3,0.0
train_data\train\degraded\031568_apply_clipping.mp3,0.8
train_data\train\degraded\085973_add_pink_noise.mp3,0.6
train_data\train\degraded\026014_add_brown_noise.mp3,0.6
train_data\train\degraded\060041_apply_bandpass.mp3,0.625
train_data\train\degraded\122500_apply_bandpass.mp3,0.625
train_data\train\degraded\044849_add_salt_pepper_noise.mp3,0.5
train_data\train\degraded\120471_apply_clipping.mp3,0.8
train_data\train\degraded\054482_add_brown_noise.mp3,0.6
train_data\train\degraded\068353_apply_clipping.mp3,0.8
train_data\train\degraded\138216_apply_jitter.mp3,0.8
train_data\train\degraded\131554_apply_bitcrush.mp3,0.375
train_data\train\degraded\087194_add_white_noise.mp3,0.6
train_data\train\degraded\073773_apply_clipping.mp3,0.8
train_data\train\degraded\043868_add_salt_pepper_noise.mp3,0.5
train_data\train\degraded\109975_apply_echo.mp3,0.19999999999999996
train_data\train\degraded\037131_apply_clipping.mp3,0.8
train_data\train\degraded\135054_add_white_noise.mp3,0.6
train_data\train\degraded\133431_apply_highpass.mp3,0.5
train_data\train\degraded\097393_apply_clipping.mp3,0.8
train_data\train\degraded\073767_apply_highpass.mp3,0.5
train_data\train\degraded\091084_apply_jitter.mp3,0.8
train_data\train\degraded\131540_apply_highpass.mp3,0.5
train_data\train\degraded\103519_apply_highpass.mp3,0.5
train_data\train\degraded\114065_add_white_noise.mp3,0.6
train_data\train\degraded\104276_apply_reverb.mp3,0.0
train_data\train\degraded\043883_apply_jitter.mp3,0.8
train_data\train\degraded\004510_apply_echo.mp3,0.19999999999999996
train_data\train\degraded\142551_add_salt_pepper_noise.mp3,0.5
train_data\train\degraded\000010_add_pink_noise.mp3,0.6
train_data\train\degraded\006461_add_brown_noise.mp3,0.6
train_data\train\degraded\018887_add_salt_pepper_noise.mp3,0.5
train_data\train\degraded\054469_apply_reverb.mp3,0.0
train_data\train\degraded\130689_apply_highpass.mp3,0.5
train_data\train\degraded\107025_add_salt_pepper_noise.mp3,0.5
train_data\train\degraded\142579_add_brown_noise.mp3,0.6
train_data\train\degraded\056518_add_salt_pepper_noise.mp3,0.5
train_data\train\degraded\134389_apply_bandpass.mp3,0.625
train_data\train\degraded\099369_add_salt_pepper_noise.mp3,0.5
train_data\train\degraded\098077_apply_jitter.mp3,0.8
train_data\train\degraded\087157_apply_echo.mp3,0.19999999999999996
train_data\train\degraded\108464_apply_dropout.mp3,0.95
train_data\train\degraded\116882_add_brown_noise.mp3,0.6
train_data\train\degraded\119569_apply_reverb.mp3,0.0
train_data\train\degraded\051263_apply_reverb.mp3,0.0
train_data\train\degraded\046079_apply_highpass.mp3,0.5
train_data\train\degraded\039875_add_white_noise.mp3,0.6
train_data\train\degraded\096728_add_salt_pepper_noise.mp3,0.5
train_data\train\degraded\108302_add_salt_pepper_noise.mp3,0.5
train_data\train\degraded\107031_add_salt_pepper_noise.mp3,0.5
train_data\train\degraded\045941_add_salt_pepper_noise.mp3,0.5
train_data\train\degraded\126216_apply_clipping.mp3,0.8
train_data\train\degraded\072135_apply_lowpass.mp3,0.75
train_data\train\degraded\097813_apply_clipping.mp3,0.8
train_data\train\degraded\141299_apply_bandpass.mp3,0.625
train_data\train\degraded\024367_apply_bitcrush.mp3,0.375
train_data\train\degraded\142948_apply_echo.mp3,0.19999999999999996
train_data\train\degraded\144487_apply_bandpass.mp3,0.625
train_data\train\degraded\056929_apply_lowpass.mp3,0.75
train_data\train\degraded\020667_apply_highpass.mp3,0.5
train_data\train\degraded\117961_apply_echo.mp3,0.19999999999999996
train_data\train\degraded\108841_add_salt_pepper_noise.mp3,0.5
train_data\train\degraded\001681_add_brown_noise.mp3,0.6
train_data\train\degraded\061175_apply_lowpass.mp3,0.75
train_data\train\degraded\114298_apply_reverb.mp3,0.0
train_data\train\degraded\024429_add_pink_noise.mp3,0.6
train_data\train\degraded\005381_add_pink_noise.mp3,0.6
train_data\train\degraded\125723_apply_highpass.mp3,0.5
train_data\train\degraded\036987_apply_bandpass.mp3,0.625
train_data\train\degraded\090826_apply_bandpass.mp3,0.625
train_data\train\degraded\107596_apply_highpass.mp3,0.5
